tozangezan,3132.932288,1
reppuu77,1451.413209,1
ikatakos,1083.606327,1
NASU41,1461.731832,1
Luzhiled,1059.344985,1
oduk,1532.413209,1
a5ua,1532.413209,1
tinumukiti631,1263.731832,1
ikea0064,1263.731832,1
chaemon,1263.731832,1
eiya,1467.620761,1
rubabredwan,1162.550101,1
Zako_G,1479.413209,1
commy,1479.413209,1
fham,1239.083407,1
tkmst201,1441.812801,1
dogumusasi,1825.136066,1
masha_encount,1706.413209,1
UsedToBe,1600.000000,1
clavis1107,1169.413209,1
SriLankan,1169.413209,1
alex_bucevschi,1557.855794,1
misogi,1333.413209,1
parisienne,1333.413209,1
monman53,1333.413209,1
hebitombo,1333.413209,1
donguri411,1333.413209,1
sean617,1729.136066,1
caesar,1729.136066,1
prog470,1234.620761,1
keijiyoshida,1234.620761,1
nobunobunobu,1475.731832,1
ddsn,1336.731832,1
btk15049,2309.027256,1
Abra_Stone,1441.413209,1
kmnk1,1441.413209,1
notenoughmana,1004.620761,1
mban,1339.126235,1
treeofapple,-18.221759,1
RickyOta,-18.221759,1
darjeeling,687.619509,1
Gfy593L3,1333.688314,1
nasatame,1184.083407,1
IrnBru,1184.083407,1
Linus,1042.731832,1
dicenull,802.620761,1
croissant,976.165192,1
tnag,960.731832,1
kou,960.731832,1
deidzen,1433.793822,1
t1234,1364.413209,1
Bono_iPad,1364.413209,1
ikeha,1364.413209,1
tj_0612,1364.413209,1
oshibori,1364.413209,1
promonya,1310.557445,1
suikkee,1310.557445,1
narit,1552.812801,1
deraken,1552.812801,1
nuip,1552.812801,1
joejoejoejoe,1398.413209,1
himkt,1398.413209,1
kgyk1993,1611.731832,1
ptt_kr,1161.932288,1
koo3701,1016.453978,1
jon2240,1016.453978,1
andor,1016.453978,1
zaki_,1185.136066,1
tnakao,1378.731832,1
cxr1242,1326.731832,1
Bwambocos,1326.731832,1
otyaduke_117,1018.126235,1
hiuchida,1018.126235,1
kira924age,1184.126235,1
fetburner,1434.812801,1
obotan,1434.812801,1
mak4026,1583.671202,1
zaichu_boc,1583.671202,1
wtnk0812,1583.671202,1
etonagisa,1367.136066,1
progresssky,1237.731832,1
albicilla,1197.731832,1
shi2chuan1,1197.731832,1
fushime2,1197.731832,1
nakashima,1197.731832,1
sssbear,1197.731832,1
Retro,1197.731832,1
naipia,1197.731832,1
RMQ,1393.413209,1
histeria,860.668072,1
tsuinatomikku,860.668072,1
marcy,860.668072,1
ktrm,1094.279861,1
mellotron,1525.832003,1
newnnewer,1173.812801,1
hanada3355,1173.812801,1
f_t_ikt,1173.812801,1
naoyk1212,1173.812801,1
seaca,977.689003,1
ENGIN,1097.674506,1
ayata_taguchi,1097.674506,1
sugarrr,874.202460,1
koki1018,874.202460,1
lubyna,874.202460,1
phykmqqq,874.202460,1
sitiya,1261.731832,1
toshi0507,1261.731832,1
YuyaPhys,1261.731832,1
dotharay,1494.413209,1
peiyu,1071.731832,1
maya,1071.731832,1
dchansaito,1234.812801,1
suzukim0702,1164.413209,1
nokonoko,1671.413209,1
ryo6021,1671.413209,1
takanori_kosen,1671.413209,1
Power730,1671.413209,1
fovea,946.097712,1
aiyo,946.097712,1
Sryo7809,946.097712,1
minorin,1390.136066,1
souya,573.588260,1
kurokoji,1166.688314,1
material,1306.832003,1
moon_light,858.027214,1
yayakona,858.027214,1
s5412039,858.027214,1
kokubun0293,747.417537,1
toga2048,1118.620761,1
hanocha,1118.620761,1
MichaelS,1118.620761,1
hikkyprogramming,1118.620761,1
yuting,1162.413209,1
ykmaku,1179.413209,1
lisalisa,1179.413209,1
nekikara,834.429159,1
ty70,1278.731832,1
kotatsuneko,259.037113,1
bath_poo_,259.037113,1
hhelibex,1133.731832,1
jack,1110.083407,1
umashika,1110.083407,1
conchan_akita,1110.083407,1
pppiyo,961.193843,1
jbyxm,961.193843,1
mkan_0141,961.193843,1
s77495112,982.136066,1
fujiyama,982.136066,1
yxg,668.838840,1
ShinjiSHIBATA,668.838840,1
s14ti028,668.838840,1
shamal_ref,1169.413209,1
theoldmoon0602,1248.620761,1
bdgaqh1889,1264.730819,1
Etclsc,1264.730819,1
canon4444,1264.730819,1
hikaru51510,457.611868,1
dplus1016,1047.126235,1
Yassansan,1047.126235,1
yk_711,1146.413209,1
noconocolib,1146.413209,1
piro77,1146.413209,1
shirokumight,1146.413209,1
mute1997,1146.413209,1
ryou0311,439.831163,1
norman10633,453.419821,1
miccchi,162.572290,1
hecatier,960.812801,1
leekc,1390.731832,1
ouoz1V,1390.731832,1
tool1204,660.047600,1
atkrym,945.126235,1
prololo,1011.224115,1
M_AlHussein96,1618.413209,1
tkkt0001,463.546944,1
Takafumi725,885.761091,1
lolzano,849.736762,1
yutax77,1125.731832,1
NonSense,1125.731832,1
zxc_identity,818.126235,1
evesanta,1161.126235,1
reitetsu,1161.126235,1
oemon,845.526196,1
mathlegosuke,1208.136066,1
togatoga,1618.731832,1
agentmist2,673.701132,1
kibo35,1163.620761,1
LazyTurtle,521.748928,1
momentquiz,521.748928,1
azaika2098,1301.731832,1
mkjiro,1301.731832,1
moxtsuan,1301.731832,1
tokkaka,1497.126235,1
kohilinus,875.394711,1
bd089p,745.000425,1
toypuchi,1044.136066,1
Ninjo,951.620761,1
yttk,951.620761,1
tekitouk,951.620761,1
zonoise,993.932288,1
tousupo140yen,957.731832,1
nhoopQstw3E,937.054983,1
stkm,589.708542,1
rishizek,1053.403306,1
coffeeapple,1053.403306,1
uchi,1053.403306,1
drilldripper,1053.403306,1
hsato02,286.634262,1
Toshi_Kugi,286.634262,1
mrsaa2000,286.634262,1
dream_tenda,1022.731832,1
jack0710,539.580330,1
Gotoh_Yukiyoshi,813.812801,1
noryy,680.126235,1
Kan_0021,1237.344985,1
solongos,865.731832,1
kirsche210,1211.413209,1
mitohato,1056.344985,1
astro_lion,1317.620761,1
bgpat,1317.620761,1
oster,1317.620761,1
haruton62,1317.620761,1
uemakm,717.090035,1
facmlove,1380.381265,1
rou1tai1,602.718986,1
Gale,602.718986,0
samzhang,2275.136066,1
isshtt,2275.136066,1
asterisk10,2275.136066,1
boxisgreat,1322.620761,1
tms7154,1322.620761,1
arundeepak,571.048569,1
katopotato,1245.792371,1
poketorena,1245.792371,1
Risona,940.126235,1
flamee,940.126235,1
taroooyan,940.126235,1
Yanagi,1202.620761,1
aim_cpo,1202.620761,1
ant2357,870.399326,1
n4cl,586.050328,1
harry_potter_28,375.264995,1
escape173,375.264995,1
agw02010,375.264995,1
cse_nazmul,1114.136066,1
Rintaro,135.121751,1
jaivigelgel,135.121751,1
takuchibin,799.007800,1
KY_shi_o,564.745860,1
mosmos21,564.745860,1
stmasa2015,641.917648,1
suakii,882.126235,1
tcg398,1015.398066,1
tanimura,348.474115,1
yukinon,348.474115,1
anaki,869.397597,1
london,869.397597,1
elebrain,807.825181,1
u_chi_ha_ra_,736.399326,1
Atomute,736.399326,1
kohi0201,-18.221759,1
hkr,-18.221759,1
Teppay,627.370590,1
Agodoriru,627.370590,1
totalgto,627.370590,1
slowrunner,566.825085,1
akkie,566.825085,1
Ryui,566.825085,1
Nakamonsieur,824.399326,1
tmtm_nanana,906.812801,1
woniuxia,550.332513,1
ao41,955.808549,1
Kirishima_uron,498.629177,1
motaleb_ICT,578.401224,1
poniko,625.553406,1
jumpman,1024.964938,1
komi_nekko,818.650749,1
intgrllllllllll,425.181304,1
cuso4,-77.854871,1
kekulene,528.054203,1
takuya1926,653.696964,1
L3Sota,1341.812801,0
syuchan1005,568.297960,0
MRoy,1128.287923,0
hirotarou,322.104469,0
namekoko,322.104469,0
honake,1619.136066,0
lionfish,62.226101,0
