naiij,1921.413209,1
nasatame,1535.415338,1
qianqian,1290.413209,1
Parallelc,1731.136066,1
aismagilov,1635.413209,1
ArturSocha,1499.136066,1
pip8369,1315.136066,1
ymduu,1312.620761,1
harmokey,1614.330762,1
RunningTime,1563.812801,1
c313827,1165.524093,1
zepp,1449.812801,1
suzutaku_cse,1405.932288,1
SugarDragon5,1074.479603,1
lashavi,1691.000000,1
fujidig,1252.731832,1
aketijyuuzou,1252.731832,1
jiwon0522,1154.126235,1
hykapu,1708.812801,1
EndlessSora,1505.136066,1
tanzaku,2439.479721,1
htkb,1258.501442,1
kohei94,1336.731832,1
yamidark,1250.413209,1
okaduki,1250.413209,1
AliOsm,777.411860,1
cedretaber,1147.413209,1
takeya,1590.136066,1
nekoTheShadow,1318.932288,1
letranger,1292.136066,1
tapesh,998.434393,1
shamal_ref,1135.731832,1
piro77,687.415338,1
shichinomiya,757.134614,1
hruday_kohli,1335.413209,1
mencotton,1048.344985,1
grncbg,1383.932288,1
th90tk297,1247.399326,1
Thistle,1321.932288,1
iletavcioski,1292.344985,1
hayabusa104,1104.731832,1
AokabiC,1103.136066,1
strasp09,1310.344985,1
rayhotate,788.989028,1
meg,1215.126235,1
sgtukk0128,926.620761,1
hshota0530,1434.620761,1
tripdancer1989,995.027256,1
hirata0517masato,1149.399326,1
andor,1149.399326,1
inmir,1193.731832,1
LitMc,1056.832003,1
areku2014,739.688314,1
Yulian,1393.620761,1
shi2chuan1,1203.663890,1
makonagix,1155.399326,1
hanada3355,1200.485209,1
shiyilang,1400.638758,1
tettchan,941.083407,1
hijirinam,602.017206,1
tmtm_nanana,870.688314,1
KokiYmgch,1099.688314,1
shink0120,1063.586343,1
kjnh10,1349.126235,1
plcherrim,1184.136066,1
phanta_stick,913.485811,1
Lute,1178.136066,1
Copernicium,1044.083407,1
Skyler_,968.457824,1
fram,979.136066,1
maxi,1139.136066,1
nerimadaikon,1444.136066,1
bath_poo_,1037.126235,1
vlwk,812.343134,1
dumsh,1267.731832,1
elecho,1337.126235,1
hsoccer,555.827829,1
tanishi14,1108.283755,1
hsato02,618.083407,1
tekitoto,1097.893561,1
jj,1012.399326,1
shomu36,1136.344985,1
kurarrr,1036.812801,1
bttb,827.688314,1
thidailoc,1235.975927,1
iaur64,728.627289,1
fiftysevenTGGX,1011.399326,1
tokabe333,998.344985,1
s496t,1286.126235,1
usernameson,1414.413209,1
ihlbbfbtr,788.126235,1
kcvlex,643.127032,1
moxtsuan,1082.638159,1
sahuang,1269.328571,1
kengo0o0,1075.126235,1
fumino,937.344985,1
kujira438x,1084.136066,1
tansu,1458.136066,1
ka24,1002.098770,1
drone1973,1272.136066,1
Chuckie,1600.000000,1
YukiDaruma,834.429159,1
daik_diak,897.620761,1
Axelius,1453.126235,1
temple,1299.932288,1
DingChao,1241.413209,1
tancahn2380,979.126235,1
mathlegosuke,1111.027256,1
Tak_Yaz,1238.452715,1
nmjiri,1019.932288,1
nuhu_iu,827.591385,1
tico88612,1051.136066,1
namayaki,845.812801,1
horcrux2301,421.223156,1
maple116,1066.620761,1
yuki_,1078.620761,1
hogeki,1167.344985,1
AFiFY,753.081508,1
mkan_0141,992.200315,1
jack0710,732.330762,1
yamasaki,1029.731832,1
gansan,1165.136066,1
hollow_bright_,1256.413209,1
fall,846.620761,1
shossie1016,887.125757,1
utdotk,1614.413209,1
tetsurom,885.731832,1
yoshi78,803.892115,1
SE2710rip009,866.967415,1
MichaelS,1186.136066,1
taketakeken10,771.620761,1
xztaityozx,1094.369309,1
Sheemo,654.418665,1
Mr_Emrul,336.699519,1
phykmqqq,1101.989028,1
mamonbo,1393.731832,1
dicenull,1072.730468,1
dwhdwh,793.801490,1
m0bec,860.073254,1
The_mover,401.707091,1
donguri411,1571.731832,1
kwkm0429,904.832003,1
tikictf,491.183863,1
young1125,1233.483707,1
lofu_imgkr,744.344985,1
udashi,1296.812801,1
ngard,834.429159,1
daizu39,974.620761,1
canon4444,818.344985,1
YU81,747.712300,1
tnag,1166.330762,1
dempacat,1564.136066,1
ike,734.870740,1
poketorena,606.663890,1
Ksaw,457.611868,1
terakun,1117.812801,1
